Sample,Clean_Path,SNR_dB,MINT_Reg,BCI_Rho,BCI_Obs_Repeats,L,RIR_Path,Loaded_RIR_Taps,Noise_Power,Noisy_Observation_RMS,Case_Dir,Raw_Wav_Count,Runtime_sec,Case_Index
MGRT0_SI820,wavs/MGRT0_SI820.wav,30.0,0.2,0.2,30,1024,rir/elp_rnmcflms_3ch_t60_0p5s_1024taps.wav,1024,6.162179835126713e-06,0.08095818838711225,specsub_raw_audio_20samples_snr20_10_5_repeat30_lambda0p2_rho0p2/MGRT0_SI820/snr30,8,111.6030011344701,7
