Corpus,Distance,Angle_Deg,Sample_ID,Condition,Observation_Path,RIR_Path,BCI_Obs_Repeats,BCI_L,BCI_Rho,MINT_Reg,Method,Method_Label,PESQ_Status,PESQ,DNSMOS_P808_Status,Case_Index,Case_Dir,WeakRef_Projection_SDR_dB,WeakRef_SNR_dB,WeakRef_Alignment_Lag,RIR_NPM_dB,RIR_BestNPM_dB,RIR_NPM_aligned_dB,RIR_NPM_alignment_lag,Runtime_sec,BCI_Estimation_Runtime_sec,MINT_Runtime_sec,BCI_Input_Samples,BCI_Update_Blocks,RMS_Scale_Reference,RMS_Scale_Factor,RMS_Before_Scale,Reference_RMS,mint_residual_l2,mint_residual_linf,mint_filter_acond,mint_iterations,SNR_dB,Supplement_Runtime_sec,Repeat_Independent_Baseline,Computed_From_Repeat,Computed_From_Case_Dir
thchs,1m,90,10,clean,,,13,2048,0.1,0.2,GWPE_K50_d2_i2,GWPE,not_computed_no_clean_reference,,not_computed_run_p808_after_audio_generation,,/hpc_stor01/home/yujie.xiong_sx/RIR-dereverb+CTF/floor4_real_recording_repeat_table_rho01_reg0p2_deg90_thchs_clean_1m_2m_L2048_samples9_10_repeats_1_20_rmsraw/1m/L2048/repeat_13/thchs/sample_10/deg90/clean/repeats_13,7.577803601747194,7.479294581639147,0,,,,,11.66146939000464,,,,,clean_observation,0.0573663712467267,0.061713332022634,0.0035402699156829,,,,,,41.26198385297903,True,1.0,/hpc_stor01/home/yujie.xiong_sx/RIR-dereverb+CTF/floor4_real_recording_repeat_table_rho01_reg0p2_deg90_thchs_clean_1m_2m_L2048_samples9_10_repeats_1_20_rmsraw/1m/L2048/repeat_1/thchs/sample_10/deg90/clean/repeats_1
thchs,1m,90,10,clean,,,13,2048,0.1,0.2,WPE,WPE,not_computed_no_clean_reference,,not_computed_run_p808_after_audio_generation,,/hpc_stor01/home/yujie.xiong_sx/RIR-dereverb+CTF/floor4_real_recording_repeat_table_rho01_reg0p2_deg90_thchs_clean_1m_2m_L2048_samples9_10_repeats_1_20_rmsraw/1m/L2048/repeat_13/thchs/sample_10/deg90/clean/repeats_13,9.425028898970924,9.04910711224356,0,,,,,29.60050169698661,,,,,clean_observation,0.0465109101821789,0.0761169777545962,0.0035402699156829,,,,,,41.26198385297903,True,1.0,/hpc_stor01/home/yujie.xiong_sx/RIR-dereverb+CTF/floor4_real_recording_repeat_table_rho01_reg0p2_deg90_thchs_clean_1m_2m_L2048_samples9_10_repeats_1_20_rmsraw/1m/L2048/repeat_1/thchs/sample_10/deg90/clean/repeats_1
