sample,reg,snr,repeat,method,path,rms,peak,high_to_low_mid_energy,temporal_contrast_db
5,reg005,5,1,Original obs,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/baselines/raw_5.wav,0.004698539388192987,0.03948974609375,0.06864829063424417,1.542729172978936
5,reg005,5,3,Original obs,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/baselines/raw_5.wav,0.004698539388192987,0.03948974609375,0.06864829063424417,1.542729172978936
5,reg005,5,5,Original obs,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/baselines/raw_5.wav,0.004698539388192987,0.03948974609375,0.06864829063424417,1.542729172978936
5,reg005,5,7,Original obs,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/baselines/raw_5.wav,0.004698539388192987,0.03948974609375,0.06864829063424417,1.542729172978936
5,reg005,5,10,Original obs,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/baselines/raw_5.wav,0.004698539388192987,0.03948974609375,0.06864829063424417,1.542729172978936
5,reg005,5,15,Original obs,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/baselines/raw_5.wav,0.004698539388192987,0.03948974609375,0.06864829063424417,1.542729172978936
5,reg005,5,20,Original obs,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/baselines/raw_5.wav,0.004698539388192987,0.03948974609375,0.06864829063424417,1.542729172978936
5,reg005,5,1,Noisy ch1,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_1/raw_Unprocessed_ch1.wav,0.005523371828463932,0.040374755859375,0.22074413144131735,0.6808620027477049
5,reg005,5,3,Noisy ch1,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_3/raw_Unprocessed_ch1.wav,0.005509064044249018,0.040191650390625,0.21838592797743434,0.67997281711578
5,reg005,5,5,Noisy ch1,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_5/raw_Unprocessed_ch1.wav,0.00551840311661858,0.0433349609375,0.21775372887795758,0.7069284190828472
5,reg005,5,7,Noisy ch1,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_7/raw_Unprocessed_ch1.wav,0.005513495097078004,0.041107177734375,0.21703826399572454,0.7097506029593411
5,reg005,5,10,Noisy ch1,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_10/raw_Unprocessed_ch1.wav,0.005518771347955414,0.0428466796875,0.22056225944173175,0.6964988887861753
5,reg005,5,15,Noisy ch1,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_15/raw_Unprocessed_ch1.wav,0.0055104925499460606,0.03863525390625,0.21883794954124702,0.6794495378018299
5,reg005,5,20,Noisy ch1,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_20/raw_Unprocessed_ch1.wav,0.005512937446168329,0.03900146484375,0.2180923651716691,0.7222410843368366
5,reg005,5,1,NMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_1/raw_BCI_NMCFLMS.wav,0.005889257890471327,0.052947998046875,0.1781450114888543,0.7749891113600711
5,reg005,5,3,NMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_3/raw_BCI_NMCFLMS.wav,0.0058889981919983715,0.064208984375,0.24061290726201126,0.7360043706511576
5,reg005,5,5,NMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_5/raw_BCI_NMCFLMS.wav,0.005885361184414971,0.062835693359375,0.020636453004056053,0.6948557660340214
5,reg005,5,7,NMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_7/raw_BCI_NMCFLMS.wav,0.005894615333502826,0.057098388671875,0.0063845447222007,0.6810713288502193
5,reg005,5,10,NMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_10/raw_BCI_NMCFLMS.wav,0.005886561857291026,0.05426025390625,0.0026069967435963506,0.7080629917696416
5,reg005,5,15,NMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_15/raw_BCI_NMCFLMS.wav,0.0058829965710655244,0.051788330078125,0.0014488660150583346,0.6888354697598642
5,reg005,5,20,NMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_20/raw_BCI_NMCFLMS.wav,0.00588574989181313,0.048492431640625,0.0008615330931256809,0.6947433066432307
5,reg005,5,1,RNMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_1/raw_BCI_RNMCFLMS.wav,0.005889279831257105,0.045318603515625,0.11799885763632866,0.783256586052009
5,reg005,5,3,RNMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_3/raw_BCI_RNMCFLMS.wav,0.005888978210194488,0.053314208984375,0.18899651874834117,0.7549190434973531
5,reg005,5,5,RNMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_5/raw_BCI_RNMCFLMS.wav,0.00588538648063889,0.06195068359375,0.21794619168783103,0.7437883258519805
5,reg005,5,7,RNMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_7/raw_BCI_RNMCFLMS.wav,0.00589474302455985,0.056732177734375,0.2894650995349851,0.8091344495278142
5,reg005,5,10,RNMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_10/raw_BCI_RNMCFLMS.wav,0.0058866435483129805,0.05352783203125,0.30989067601551484,0.8111070802255789
5,reg005,5,15,RNMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_15/raw_BCI_RNMCFLMS.wav,0.005883123363630679,0.0560302734375,0.3214517505031869,0.7906117271415487
5,reg005,5,20,RNMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_20/raw_BCI_RNMCFLMS.wav,0.0058858404797723,0.0616455078125,0.32392281368093667,0.7856367607152351
5,reg005,5,1,$\ell_p$RNMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_1/raw_BCI_Lp_p=1.0.wav,0.005889286397959564,0.047637939453125,0.1405783769515883,0.783070463234056
5,reg005,5,3,$\ell_p$RNMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_3/raw_BCI_Lp_p=1.0.wav,0.005888979879136332,0.058197021484375,0.3341647495918786,0.742520332180102
5,reg005,5,5,$\ell_p$RNMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_5/raw_BCI_Lp_p=1.0.wav,0.005885410547901644,0.053497314453125,0.4413385284569521,0.7568737962351963
5,reg005,5,7,$\ell_p$RNMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_7/raw_BCI_Lp_p=1.0.wav,0.005894649119751765,0.058746337890625,0.488706901049896,0.7809202196738158
5,reg005,5,10,$\ell_p$RNMCFLMS,results/repeat_parameter_experiments/plots_and_aggregates/floor4_repeat_TIMIT/sample5/reg005/snr5/repeat_10/raw_BCI_Lp_p=1.0.wav,0.005886569410902916,0.059326171875,0.4987600164315384,0.7689638052251213
