Corpus,Distance,Angle_Deg,Sample_ID,Condition,SNR_dB,Noise_Power,Observation_Path,RIR_Path,BCI_Obs_Repeats,BCI_L,BCI_Rho,MINT_Reg,Method,Method_Label,PESQ_Status,PESQ,DNSMOS_P808_Status,Case_Index,Case_Dir,Case_Seed,WeakRef_Projection_SDR_dB,WeakRef_SNR_dB,WeakRef_Alignment_Lag,RIR_NPM_dB,RIR_BestNPM_dB,RIR_NPM_aligned_dB,RIR_NPM_alignment_lag,Runtime_sec,BCI_Estimation_Runtime_sec,MINT_Runtime_sec,BCI_Input_Samples,BCI_Update_Blocks,RMS_Scale_Reference,RMS_Scale_Factor,RMS_Before_Scale,Reference_RMS,mint_residual_l2,mint_residual_linf,mint_filter_acond,mint_iterations,Supplement_Runtime_sec,Repeat_Independent_Baseline,Computed_From_Repeat,Computed_From_Case_Dir
thchs,1m,90,10,snr10,10.0,1.253351107588969e-06,floor4_room_data/original_10s_wav/1m_deg90_10.wav,floor4_room_data/sweep_groundtruth/1m_deg90_-1.wav,2,2048,0.1,0.1,BCI_ELp_p=1.0,MINT-E$\ell_p$,not_computed_no_clean_reference,,not_computed_run_p808_after_audio_generation,4.0,floor4_real_recording_repeat_table_L2048_rho01_1m_2m_samples9_10_noisy_snr5_10_no_ss_reg0p1_repeats_1_20_rmsraw/1m/reg0p1/thchs/sample_10/deg90/snr10/repeats_2,12938.0,2.723835340886912,3.7095043275111976,-2,-9.705987235493612e-05,-2.6220800472065484,-0.0082496765052838,-1.0,45.824942119419575,11.178028672933578,8.54659771732986,320000.0,155.0,noisy_observation,0.6975615081945948,0.0053231917664772,0.0037132536770329,,,,,,,,
thchs,1m,90,10,snr10,10.0,1.253351107588969e-06,floor4_room_data/original_10s_wav/1m_deg90_10.wav,floor4_room_data/sweep_groundtruth/1m_deg90_-1.wav,2,2048,0.1,0.1,BCI_Lp_p=1.0,MINT-$\ell_p$,not_computed_no_clean_reference,,not_computed_run_p808_after_audio_generation,4.0,floor4_real_recording_repeat_table_L2048_rho01_1m_2m_samples9_10_noisy_snr5_10_no_ss_reg0p1_repeats_1_20_rmsraw/1m/reg0p1/thchs/sample_10/deg90/snr10/repeats_2,12938.0,2.7238353408869083,3.709504327511194,-2,-9.705987235445394e-05,-2.622080047206548,-0.0082496765052828,-1.0,45.824942119419575,11.178028672933578,8.416827847249806,320000.0,155.0,noisy_observation,0.6975615081945953,0.0053231917664772,0.0037132536770329,,,,,,,,
thchs,1m,90,10,snr10,10.0,1.253351107588969e-06,floor4_room_data/original_10s_wav/1m_deg90_10.wav,floor4_room_data/sweep_groundtruth/1m_deg90_-1.wav,2,2048,0.1,0.1,BCI_NMCFLMS,MINT-N,not_computed_no_clean_reference,,not_computed_run_p808_after_audio_generation,4.0,floor4_real_recording_repeat_table_L2048_rho01_1m_2m_samples9_10_noisy_snr5_10_no_ss_reg0p1_repeats_1_20_rmsraw/1m/reg0p1/thchs/sample_10/deg90/snr10/repeats_2,12938.0,1.5751471748584605,2.9130189573927927,-2,-0.0008400627051992,-2.4733700321398278,-0.0164559530823015,-1.0,45.824942119419575,11.178028672933578,9.269284962676466,320000.0,155.0,noisy_observation,0.7214137094927227,0.0051471903405383,0.0037132536770329,,,,,,,,
thchs,1m,90,10,snr10,10.0,1.253351107588969e-06,floor4_room_data/original_10s_wav/1m_deg90_10.wav,floor4_room_data/sweep_groundtruth/1m_deg90_-1.wav,2,2048,0.1,0.1,BCI_RNMCFLMS,MINT-R,not_computed_no_clean_reference,,not_computed_run_p808_after_audio_generation,4.0,floor4_real_recording_repeat_table_L2048_rho01_1m_2m_samples9_10_noisy_snr5_10_no_ss_reg0p1_repeats_1_20_rmsraw/1m/reg0p1/thchs/sample_10/deg90/snr10/repeats_2,12938.0,2.935146560288418,3.861908449082634,-2,-0.0003698890788266,-2.004730760592044,-0.003867761800234,-1.0,45.824942119419575,11.178028672933578,8.219902290962636,320000.0,155.0,noisy_observation,0.6733246548845058,0.0055148042628408,0.0037132536770329,,,,,,,,
thchs,1m,90,10,snr10,10.0,,,,2,2048,0.1,0.1,GWPE_K50_d2_i2,GWPE,not_computed_no_clean_reference,,not_computed_run_p808_after_audio_generation,,/hpc_stor01/home/yujie.xiong_sx/RIR-dereverb+CTF/floor4_real_recording_repeat_table_L2048_rho01_1m_2m_samples9_10_noisy_snr5_10_no_ss_reg0p1_repeats_1_20_rmsraw/1m/reg0p1/thchs/sample_10/deg90/snr10/repeats_2,,8.406038984769342,8.26486828262006,0,,,,,12.74352359797922,,,,,noisy_observation,0.05829879212941852,0.06369986123613793,0.0037136249688784094,,,,,45.39314071598346,True,1.0,/hpc_stor01/home/yujie.xiong_sx/RIR-dereverb+CTF/floor4_real_recording_repeat_table_L2048_rho01_1m_2m_samples9_10_noisy_snr5_10_no_ss_reg0p1_repeats_1_20_rmsraw/1m/reg0p1/thchs/sample_10/deg90/snr10/repeats_1
thchs,1m,90,10,snr10,10.0,1.253351107588969e-06,floor4_room_data/original_10s_wav/1m_deg90_10.wav,floor4_room_data/sweep_groundtruth/1m_deg90_-1.wav,2,2048,0.1,0.1,Oracle_MINT,MINT-Reference,not_computed_no_clean_reference,,not_computed_run_p808_after_audio_generation,4.0,floor4_real_recording_repeat_table_L2048_rho01_1m_2m_samples9_10_noisy_snr5_10_no_ss_reg0p1_repeats_1_20_rmsraw/1m/reg0p1/thchs/sample_10/deg90/snr10/repeats_2,12938.0,-7.447978161850429,-4.809666436600971,-21,,,,,13.254268571734428,,13.254268571734428,,,noisy_observation,1.0561598627165776,0.0035158064684279,0.0037132536770329,0.1309576162017057,0.0437452125968925,442.9940751363632,146.0,,,,
thchs,1m,90,10,snr10,10.0,1.253351107588969e-06,floor4_room_data/original_10s_wav/1m_deg90_10.wav,floor4_room_data/sweep_groundtruth/1m_deg90_-1.wav,2,2048,0.1,0.1,Unprocessed_ch1,Unprocessed,not_computed_no_clean_reference,,not_computed_run_p808_after_audio_generation,4.0,floor4_real_recording_repeat_table_L2048_rho01_1m_2m_samples9_10_noisy_snr5_10_no_ss_reg0p1_repeats_1_20_rmsraw/1m/reg0p1/thchs/sample_10/deg90/snr10/repeats_2,12938.0,100.0,202.7215661775301,0,,,,,,,,,,,,,,,,,,,,,
thchs,1m,90,10,snr10,10.0,1.253351107588969e-06,floor4_room_data/original_10s_wav/1m_deg90_10.wav,floor4_room_data/sweep_groundtruth/1m_deg90_-1.wav,2,2048,0.1,0.1,Unprocessed_ch2,Unprocessed,not_computed_no_clean_reference,,not_computed_run_p808_after_audio_generation,4.0,floor4_real_recording_repeat_table_L2048_rho01_1m_2m_samples9_10_noisy_snr5_10_no_ss_reg0p1_repeats_1_20_rmsraw/1m/reg0p1/thchs/sample_10/deg90/snr10/repeats_2,12938.0,1.3712780187042464,2.709694755905119,-1,,,,,,,,,,,,,,,,,,,,,
thchs,1m,90,10,snr10,10.0,1.253351107588969e-06,floor4_room_data/original_10s_wav/1m_deg90_10.wav,floor4_room_data/sweep_groundtruth/1m_deg90_-1.wav,2,2048,0.1,0.1,Unprocessed_ch3,Unprocessed,not_computed_no_clean_reference,,not_computed_run_p808_after_audio_generation,4.0,floor4_real_recording_repeat_table_L2048_rho01_1m_2m_samples9_10_noisy_snr5_10_no_ss_reg0p1_repeats_1_20_rmsraw/1m/reg0p1/thchs/sample_10/deg90/snr10/repeats_2,12938.0,1.183359119936632,2.2177733444068206,-2,,,,,,,,,,,,,,,,,,,,,
thchs,1m,90,10,snr10,10.0,1.253351107588969e-06,floor4_room_data/original_10s_wav/1m_deg90_10.wav,floor4_room_data/sweep_groundtruth/1m_deg90_-1.wav,2,2048,0.1,0.1,Unprocessed_ch4,Unprocessed,not_computed_no_clean_reference,,not_computed_run_p808_after_audio_generation,4.0,floor4_real_recording_repeat_table_L2048_rho01_1m_2m_samples9_10_noisy_snr5_10_no_ss_reg0p1_repeats_1_20_rmsraw/1m/reg0p1/thchs/sample_10/deg90/snr10/repeats_2,12938.0,1.3784172557799392,2.8368776829956976,-1,,,,,,,,,,,,,,,,,,,,,
