Corpus,Distance,Angle_Deg,Sample_ID,Condition,Observation_Path,RIR_Path,BCI_Obs_Repeats,BCI_L,BCI_Rho,MINT_Reg,Method,Method_Label,PESQ_Status,PESQ,DNSMOS_P808_Status,Case_Index,Case_Dir,WeakRef_Projection_SDR_dB,WeakRef_SNR_dB,WeakRef_Alignment_Lag,RIR_NPM_dB,RIR_BestNPM_dB,RIR_NPM_aligned_dB,RIR_NPM_alignment_lag,Runtime_sec,BCI_Estimation_Runtime_sec,MINT_Runtime_sec,BCI_Input_Samples,BCI_Update_Blocks,RMS_Scale_Reference,RMS_Scale_Factor,RMS_Before_Scale,Reference_RMS,mint_residual_l2,mint_residual_linf,mint_filter_acond,mint_iterations,SNR_dB,Supplement_Runtime_sec,Repeat_Independent_Baseline,Computed_From_Repeat,Computed_From_Case_Dir
thchs,2m,90,9,clean,floor4_room_data/original_10s_wav/2m_deg90_9.wav,floor4_room_data/sweep_groundtruth/2m_deg90_-1.wav,6,2048,0.1,0.2,BCI_ELp_p=1.0,MINT-E$\ell_p$,not_computed_no_clean_reference,,not_computed_run_p808_after_audio_generation,51.0,floor4_real_recording_repeat_table_rho01_reg0p2_deg90_thchs_clean_1m_2m_L2048_samples9_10_repeats_1_20_rmsraw/2m/L2048/repeat_6/thchs/sample_9/deg90/clean/repeats_6,3.5754114407070587,4.333255824936488,0,-1.423796792575305e-05,-2.033201765751633,-0.0054042928909383,1.0,64.7038494925946,34.31262217462063,7.465448400005698,960000.0,467.0,clean_observation,0.6788123499782411,0.0057696315644762,0.0039164971607907,,,,,,,,,
thchs,2m,90,9,clean,floor4_room_data/original_10s_wav/2m_deg90_9.wav,floor4_room_data/sweep_groundtruth/2m_deg90_-1.wav,6,2048,0.1,0.2,BCI_Lp_p=1.0,MINT-$\ell_p$,not_computed_no_clean_reference,,not_computed_run_p808_after_audio_generation,51.0,floor4_real_recording_repeat_table_rho01_reg0p2_deg90_thchs_clean_1m_2m_L2048_samples9_10_repeats_1_20_rmsraw/2m/L2048/repeat_6/thchs/sample_9/deg90/clean/repeats_6,3.5754114407070587,4.333255824936487,0,-1.423796792575305e-05,-2.0332017657516315,-0.0054042928909392,1.0,64.7038494925946,34.31262217462063,7.568789483979344,960000.0,467.0,clean_observation,0.6788123499782409,0.0057696315644762,0.0039164971607907,,,,,,,,,
thchs,2m,90,9,clean,floor4_room_data/original_10s_wav/2m_deg90_9.wav,floor4_room_data/sweep_groundtruth/2m_deg90_-1.wav,6,2048,0.1,0.2,BCI_NMCFLMS,MINT-N,not_computed_no_clean_reference,,not_computed_run_p808_after_audio_generation,51.0,floor4_real_recording_repeat_table_rho01_reg0p2_deg90_thchs_clean_1m_2m_L2048_samples9_10_repeats_1_20_rmsraw/2m/L2048/repeat_6/thchs/sample_9/deg90/clean/repeats_6,3.3356113921105512,4.15458542306299,0,-8.005369853019796e-05,-2.1470938448445067,-0.0069444657903872,1.0,64.7038494925946,34.31262217462063,7.71086242236197,960000.0,467.0,clean_observation,0.6939604054661732,0.0056436896542531,0.0039164971607907,,,,,,,,,
thchs,2m,90,9,clean,floor4_room_data/original_10s_wav/2m_deg90_9.wav,floor4_room_data/sweep_groundtruth/2m_deg90_-1.wav,6,2048,0.1,0.2,BCI_RNMCFLMS,MINT-R,not_computed_no_clean_reference,,not_computed_run_p808_after_audio_generation,51.0,floor4_real_recording_repeat_table_rho01_reg0p2_deg90_thchs_clean_1m_2m_L2048_samples9_10_repeats_1_20_rmsraw/2m/L2048/repeat_6/thchs/sample_9/deg90/clean/repeats_6,3.78769970784552,4.4931177161104365,0,-6.90078544016048e-06,-1.9747823138738492,-0.0046336385175232,1.0,64.7038494925946,34.31262217462063,7.43187678232789,960000.0,467.0,clean_observation,0.6692071990824728,0.0058524432584714,0.0039164971607907,,,,,,,,,
thchs,2m,90,9,clean,,,6,2048,0.1,0.2,GWPE_K50_d2_i2,GWPE,not_computed_no_clean_reference,,not_computed_run_p808_after_audio_generation,,/hpc_stor01/home/yujie.xiong_sx/RIR-dereverb+CTF/floor4_real_recording_repeat_table_rho01_reg0p2_deg90_thchs_clean_1m_2m_L2048_samples9_10_repeats_1_20_rmsraw/2m/L2048/repeat_6/thchs/sample_9/deg90/clean/repeats_6,4.066939959040539,4.705854997016265,0,,,,,12.010310981015209,,,,,clean_observation,0.05478713498726594,0.07148570849162092,0.003916497160790778,,,,,,46.77750661698519,True,1.0,/hpc_stor01/home/yujie.xiong_sx/RIR-dereverb+CTF/floor4_real_recording_repeat_table_rho01_reg0p2_deg90_thchs_clean_1m_2m_L2048_samples9_10_repeats_1_20_rmsraw/2m/L2048/repeat_1/thchs/sample_9/deg90/clean/repeats_1
thchs,2m,90,9,clean,floor4_room_data/original_10s_wav/2m_deg90_9.wav,floor4_room_data/sweep_groundtruth/2m_deg90_-1.wav,6,2048,0.1,0.2,Oracle_MINT,MINT-Reference,not_computed_no_clean_reference,,not_computed_run_p808_after_audio_generation,51.0,floor4_real_recording_repeat_table_rho01_reg0p2_deg90_thchs_clean_1m_2m_L2048_samples9_10_repeats_1_20_rmsraw/2m/L2048/repeat_6/thchs/sample_9/deg90/clean/repeats_6,-5.68505116171826,-5.024868798793919,-20,,,,,13.141947323456408,,13.141947323456408,,,clean_observation,1.590911208002362,0.0024617949393345,0.0039164971607907,0.1323435657562728,0.0501870280212268,448.1987616489207,147.0,,,,,
thchs,2m,90,9,clean,floor4_room_data/original_10s_wav/2m_deg90_9.wav,floor4_room_data/sweep_groundtruth/2m_deg90_-1.wav,6,2048,0.1,0.2,Unprocessed_ch1,Unprocessed,not_computed_no_clean_reference,,not_computed_run_p808_after_audio_generation,51.0,floor4_real_recording_repeat_table_rho01_reg0p2_deg90_thchs_clean_1m_2m_L2048_samples9_10_repeats_1_20_rmsraw/2m/L2048/repeat_6/thchs/sample_9/deg90/clean/repeats_6,100.0,203.1837213896165,0,,,,,,,,,,,,,,,,,,,,,,
thchs,2m,90,9,clean,floor4_room_data/original_10s_wav/2m_deg90_9.wav,floor4_room_data/sweep_groundtruth/2m_deg90_-1.wav,6,2048,0.1,0.2,Unprocessed_ch2,Unprocessed,not_computed_no_clean_reference,,not_computed_run_p808_after_audio_generation,51.0,floor4_real_recording_repeat_table_rho01_reg0p2_deg90_thchs_clean_1m_2m_L2048_samples9_10_repeats_1_20_rmsraw/2m/L2048/repeat_6/thchs/sample_9/deg90/clean/repeats_6,2.42990767982956,3.434892558720305,0,,,,,,,,,,,,,,,,,,,,,,
thchs,2m,90,9,clean,floor4_room_data/original_10s_wav/2m_deg90_9.wav,floor4_room_data/sweep_groundtruth/2m_deg90_-1.wav,6,2048,0.1,0.2,Unprocessed_ch3,Unprocessed,not_computed_no_clean_reference,,not_computed_run_p808_after_audio_generation,51.0,floor4_real_recording_repeat_table_rho01_reg0p2_deg90_thchs_clean_1m_2m_L2048_samples9_10_repeats_1_20_rmsraw/2m/L2048/repeat_6/thchs/sample_9/deg90/clean/repeats_6,0.8844864923027068,2.1969739528208474,0,,,,,,,,,,,,,,,,,,,,,,
thchs,2m,90,9,clean,floor4_room_data/original_10s_wav/2m_deg90_9.wav,floor4_room_data/sweep_groundtruth/2m_deg90_-1.wav,6,2048,0.1,0.2,Unprocessed_ch4,Unprocessed,not_computed_no_clean_reference,,not_computed_run_p808_after_audio_generation,51.0,floor4_real_recording_repeat_table_rho01_reg0p2_deg90_thchs_clean_1m_2m_L2048_samples9_10_repeats_1_20_rmsraw/2m/L2048/repeat_6/thchs/sample_9/deg90/clean/repeats_6,-0.1088072754346127,1.7398283632594091,0,,,,,,,,,,,,,,,,,,,,,,
